date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,6722.75,6670.8,6566.3496,6775.25,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,6551.5,6414.2856,6309.8354,6518.7363,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,6432.25,6327.8257,6223.375,6432.276,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,6438.75,6320.904,6216.4536,6425.3545,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,6394.75,6322.5225,6218.072,6426.9727,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,6534.75,6504.7207,6400.27,6609.171,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,6845.75,6927.2324,6822.782,7031.683,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,7316.0,7455.9946,7351.5444,7560.4453,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,7924.5,7942.6055,7838.1553,8047.056,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,8111.75,8232.273,8127.8228,8336.724,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,8077.25,8166.4624,8062.012,8270.913,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,7962.0,8093.3945,7988.9443,8197.845,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,7630.0,7713.188,7608.7373,7817.638,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,7306.0,7461.9575,7357.5073,7566.4077,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,7205.5,7319.9307,7215.48,7424.381,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,7137.75,7316.3413,7211.891,7420.792,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,7546.0,7645.883,7541.432,7750.333,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,7684.75,7778.4307,7673.98,7882.881,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,7514.0,7509.451,7405.001,7613.9014,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,7150.0,7203.0317,7098.5815,7307.482,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,6950.25,7019.4316,6914.9814,7123.8823,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,6807.0,6864.0303,6759.58,6968.481,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,6483.0,6506.6035,6402.1533,6611.0537,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,6092.75,6205.069,6100.618,6309.519,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,5883.25,5987.4297,5882.9795,6091.88,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,5703.25,5888.6226,5784.172,5993.0728,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,5620.5,5851.5728,5747.1226,5956.023,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,5665.75,5889.976,5785.526,5994.427,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,5652.75,5913.16,5808.71,6017.611,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,5712.25,5991.4663,5887.0156,6095.9165,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,5919.25,6261.6284,6157.1777,6366.0786,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,6229.25,6707.211,6602.7607,6811.6616,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,6762.5,7206.3516,7101.9014,7310.802,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,7087.0,7508.5547,7404.104,7613.005,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,7234.75,7567.1196,7462.6694,7671.5703,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,7247.0,7568.1353,7463.685,7672.586,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,7042.25,7350.2534,7245.8027,7454.7036,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,6767.0,7109.616,7005.166,7214.0664,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,6691.25,6976.6094,6872.159,7081.06,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,6671.25,7124.7993,7020.3486,7229.2495,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,7088.75,7595.638,7491.1875,7700.0884,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,7423.25,7819.4175,7714.9673,7923.868,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,7445.5,7737.1274,7632.6772,7841.578,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,7407.0,7626.248,7521.798,7730.6987,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,7295.75,7507.9624,7403.5117,7612.4126,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,7186.75,7399.1562,7294.706,7503.607,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,6808.25,7162.5947,7058.1445,7267.0454,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,6556.75,6870.2676,6765.817,6974.718,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,6294.5,6624.6455,6520.1953,6729.0957,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,6218.0,6569.6973,6465.247,6674.148,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,6267.5,6524.8867,6420.4365,6629.3374,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,6482.75,6793.889,6689.4385,6898.3394,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,7033.0,7366.8384,7262.3877,7471.2886,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,8343.5,8619.025,8514.575,8723.477,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,9145.5,9415.448,9310.998,9519.898,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,9544.0,9821.761,9717.311,9926.212,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,9670.75,9970.717,9866.267,10075.167,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,10051.25,10105.783,10001.333,10210.233,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,10214.5,10237.52,10133.069,10341.97,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,10079.0,10051.99,9947.54,10156.44,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,9816.75,9886.479,9782.027,9990.929,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,9590.75,9669.579,9565.129,9774.03,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,9451.75,9516.456,9412.006,9620.906,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,9283.0,9426.954,9322.504,9531.405,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,9417.25,9592.035,9487.585,9696.485,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,9615.75,9813.542,9709.092,9917.992,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,9395.5,9526.606,9422.156,9631.057,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,8962.25,9141.613,9037.163,9246.063,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,8554.75,8767.993,8663.543,8872.444,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,8074.25,8307.043,8202.593,8411.494,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,7671.75,7904.1978,7799.7476,8008.648,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,7271.5,7429.184,7324.734,7533.635,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,6891.0,7065.19,6960.7393,7169.64,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,6734.75,6863.914,6759.464,6968.3647,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,6798.5,6835.3345,6730.884,6939.7847,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,7020.75,6982.795,6878.3447,7087.2456,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,7536.25,7380.758,7276.3076,7485.2085,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,8698.0,8495.4795,8391.029,8599.93,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,9568.5,9252.432,9147.981,9356.882,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,10108.5,9744.104,9639.653,9848.554,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,10195.75,9906.443,9801.993,10010.894,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,10326.5,10058.055,9953.6045,10162.505,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,10416.5,10355.143,10250.692,10459.593,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,10209.0,10177.136,10072.686,10281.586,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,10012.75,10032.689,9928.239,10137.14,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,9690.75,9684.405,9579.955,9788.855,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,9590.0,9569.764,9465.313,9674.214,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,9442.25,9495.585,9391.135,9600.035,2026-01-31 00:00:00+00:00,87
2026-02-03 16:00:00+00:00,9640.75,9718.285,9613.835,9822.735,2026-01-31 00:00:00+00:00,88
2026-02-03 17:00:00+00:00,9758.0,9790.078,9685.628,9894.528,2026-01-31 00:00:00+00:00,89
2026-02-03 18:00:00+00:00,9577.5,9537.898,9433.448,9642.349,2026-01-31 00:00:00+00:00,90
2026-02-03 19:00:00+00:00,9206.75,9112.059,9007.608,9216.509,2026-01-31 00:00:00+00:00,91
2026-02-03 20:00:00+00:00,8794.0,8716.01,8611.559,8820.46,2026-01-31 00:00:00+00:00,92
2026-02-03 21:00:00+00:00,8367.25,8293.8955,8189.445,8398.346,2026-01-31 00:00:00+00:00,93
2026-02-03 22:00:00+00:00,7832.5,7774.4907,7670.04,7878.941,2026-01-31 00:00:00+00:00,94
2026-02-03 23:00:00+00:00,7380.0,7370.6147,7266.1646,7475.0654,2026-01-31 00:00:00+00:00,95
2026-02-04 00:00:00+00:00,7051.0,7029.77,6925.32,7134.22,2026-01-31 00:00:00+00:00,96
2026-02-04 01:00:00+00:00,6972.5,6964.014,6859.564,7068.4644,2026-01-31 00:00:00+00:00,97
2026-02-04 02:00:00+00:00,6983.75,6855.6143,6751.164,6960.065,2026-01-31 00:00:00+00:00,98
2026-02-04 03:00:00+00:00,7199.0,7003.4136,6898.9634,7107.8643,2026-01-31 00:00:00+00:00,99
2026-02-04 04:00:00+00:00,7699.0,7446.3047,7341.854,7550.755,2026-01-31 00:00:00+00:00,100
2026-02-04 05:00:00+00:00,8895.0,8642.826,8538.376,8747.276,2026-01-31 00:00:00+00:00,101
2026-02-04 06:00:00+00:00,9691.0,9596.857,9492.407,9701.308,2026-01-31 00:00:00+00:00,102
2026-02-04 07:00:00+00:00,10231.0,10133.494,10029.044,10237.945,2026-01-31 00:00:00+00:00,103
2026-02-04 08:00:00+00:00,10464.0,10413.269,10308.818,10517.719,2026-01-31 00:00:00+00:00,104
2026-02-04 09:00:00+00:00,10415.25,10423.476,10319.025,10527.926,2026-01-31 00:00:00+00:00,105
2026-02-04 10:00:00+00:00,10320.0,10367.019,10262.568,10471.469,2026-01-31 00:00:00+00:00,106
2026-02-04 11:00:00+00:00,10251.75,10177.233,10072.783,10281.684,2026-01-31 00:00:00+00:00,107
2026-02-04 12:00:00+00:00,10015.75,10028.624,9924.174,10133.074,2026-01-31 00:00:00+00:00,108
2026-02-04 13:00:00+00:00,9753.75,9696.46,9592.01,9800.91,2026-01-31 00:00:00+00:00,109
2026-02-04 14:00:00+00:00,9560.75,9563.284,9458.834,9667.734,2026-01-31 00:00:00+00:00,110
2026-02-04 15:00:00+00:00,9472.5,9417.77,9313.319,9522.22,2026-01-31 00:00:00+00:00,111
