date,load_lu_actual,load_lu_fitted,load_lu_lower,load_lu_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,516.76,529.4604284666476,504.00254608073124,554.9183108525641,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,493.87,507.24021376126825,481.7823313753518,532.6980961471846,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,498.17,503.13525067732917,477.6773682914128,528.5931330632457,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,494.31,500.98108641964745,475.5232040337311,526.438968805564,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,502.07,504.2748988741395,478.8170164882231,529.732781260056,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,511.59,527.3716922116208,501.9138098257044,552.8295745975372,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,548.39,556.8012128985856,531.3433305126692,582.2590952845021,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,591.88,594.9076515736831,569.4497691877666,620.3655339595995,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,596.37,615.2622980749613,589.804415689045,640.7201804608777,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,644.97,630.6409305052349,605.1830481193185,656.0988128911514,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,669.42,640.1170322075791,614.6591498216627,665.5749145934955,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,660.48,635.2725653430817,609.8146829571652,660.7304477289981,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,629.33,621.1679171654646,595.7100347795481,646.625799551381,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,618.79,618.8551959961346,593.3973136102181,644.313078382051,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,603.21,605.6690304516864,580.2111480657699,631.1269128376027,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,605.53,605.098810083969,579.6409276980526,630.5566924698854,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,631.64,619.9043422446209,594.4464598587044,645.3622246305373,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,645.78,639.2666485050233,613.8087661191068,664.7245308909397,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,657.46,631.9306866288243,606.4728042429078,657.3885690147407,2026-01-31 00:00:00+00:00,18
