date,solar_lu_actual,solar_lu_fitted,solar_lu_lower,solar_lu_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,0.029999657,-2.0882067860147586,-51.206108134348106,47.265843974683634,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,0.029999657,-3.4668858923743215,-52.605383891014945,45.89188840934289,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,0.020001335,-3.3019802437645964,-52.51028736282013,45.98373835657672,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,0.020001335,-1.513262428579452,-50.76599543785681,47.78678393125667,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,0.020001335,0.7197069732989263,-48.52487950209089,49.97328011322443,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,0.029999657,3.1231036716911547,-46.13072023296265,52.32518845178292,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,0.029999657,5.046276300530813,-44.20995467147879,54.170551889487584,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,0.25000086,5.849973711885838,-43.37159515482535,55.04603500653165,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,3.6600008,12.74806110857888,-36.53337702145668,61.92007016288031,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,12.78,17.53377701226541,-31.654392876801047,66.73957807390545,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,16.47,35.08402464111509,-14.096674848669387,84.30074361300085,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,23.74,35.532474134542866,-13.711029376007502,84.69363312137031,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,27.88,36.00289397624257,-13.264359457564645,85.14210158029684,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,17.54,37.22510379923268,-11.97276841073431,86.55452283858378,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,9.55,24.769075199374093,-24.445364433657353,73.95929806372047,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,4.669999,10.095304731506335,-39.11393282608038,59.315438700091946,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,0.41999903,6.567398377418797,-42.66158490419533,55.741129383391836,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,0.070000574,1.444014405777935,-47.64652808416661,50.82477186876761,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,0.050000116,-3.2725308026023754,-52.419207776130825,45.99251019731684,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,0.040001795,-0.46324971765257317,-49.60214167910613,48.8656525531307,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,0.050000116,3.287945935284988,-45.83332073399277,52.613804324248875,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,0.040001795,5.694228119956506,-43.48439656531368,55.042003501013035,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,0.040001795,7.028560096418744,-42.202427650182166,56.34431745163942,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,0.029999657,6.843827206239347,-42.44395301838119,56.10715107601479,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,0.029999657,-2.4710711043932463,-51.63487633672327,46.89183236933835,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,0.020001335,-5.425524354959585,-54.5899419085985,43.89308926887842,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,0.020001335,-4.994170886012142,-54.17175213992919,44.36803317891968,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,0.029999657,-2.7217210736846837,-51.910578603799244,46.60315814365964,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,0.029999657,-0.8600333071225066,-50.0691433960933,48.4430984667559,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,0.029999657,1.393038027993022,-47.77148643644788,50.67581860004951,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,0.020001335,3.8693983346218843,-45.359349870084934,53.05119011226396,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,0.9399995,4.616527559465759,-44.57451796476692,53.89985304148692,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,7.5700006,12.659730863267946,-36.49267037378775,61.97034104144245,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,14.590001,15.855971714311316,-33.23912385326498,65.14816147250868,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,18.94,29.525572022005154,-19.61248307038921,78.8287801599814,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,15.500001,42.494660892975766,-6.6659606395793105,91.82930802118935,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,18.65,37.3691817535576,-11.853107988628132,86.61350268875472,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,25.69,29.344628604624866,-19.877472434099595,78.67120050850588,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,15.78,18.371510199490853,-30.832003998933196,67.58001439288927,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,4.090001,13.9163707798523,-35.29354209644274,63.180828909811105,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,0.27000132,8.438410308909631,-40.767311996599595,57.68964241029495,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,0.070000574,3.399876238906522,-45.605783762319284,52.88399166071686,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,0.040001795,-4.003994440373205,-53.222503181825054,45.28958739830528,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,0.040001795,-2.712429282670236,-51.948114284025344,46.56035962008392,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,0.040001795,2.51973749443939,-46.67887944827077,51.78837841378241,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,0.029999657,6.743842821436573,-42.48354387402417,56.04566203786862,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,0.020001335,5.672222342600406,-43.504358804607214,54.97001220164663,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,0.029999657,6.072892930387397,-43.13788775801722,55.33911967221569,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,0.029999657,0.6646711237528606,-48.48844796165762,50.00572302571593,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,0.020001335,-1.4877123551483677,-50.66417158584159,47.7963012318665,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,0.020001335,-1.0211291209869913,-50.233399039336554,48.22525810844914,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,0.020001335,1.1972297546695927,-48.0952430657181,50.44740330459051,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,0.020001335,2.889829636714886,-46.34089122102153,52.0690066964224,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,0.040001795,5.113612347073932,-44.22699180569172,54.30164970993931,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,0.029999657,7.033294818983535,-42.30169001061096,56.31218411125319,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,0.39000025,6.8671759538659884,-42.441702283719486,56.10798195759359,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,3.9500017,14.412740949439662,-34.94771136773536,63.41866616634844,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,10.590001,17.025245690176384,-32.34645428397831,66.1808369653398,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,20.09,32.30141013586905,-16.993995975023658,81.46306736682625,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,28.05,50.6738310427548,1.561354625687791,100.06009639486204,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,27.15,44.4911614198836,-4.645726266389964,93.76481371595892,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,21.57,36.70413834518255,-12.504457152081216,86.04177642799579,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,16.989998,23.296350435390664,-25.910622330496544,72.53465915654496,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,6.489999,13.443113569329828,-35.755208298969016,62.70395039670316,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,0.20999996,5.457585305137684,-43.81234582028042,54.67513544357389,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,0.079998896,8.395260936788958,-40.60175447091165,57.83307396323235,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,0.09000103,-4.839439003861905,-54.035883666133266,44.44897164718208,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,0.059998438,1.0759459048370843,-48.15562162270748,50.329233690607865,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,0.040001795,5.892259512203097,-43.29330633694584,55.23854524877182,2026-01-31 00:00:00+00:00,68
