date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,11823.0,11605.998409634674,11076.26555449407,12134.16623214167,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,11587.03,11389.959066051439,10861.52004313179,11917.763116499233,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,11555.88,11446.567708693037,10917.12137096237,11974.492978760954,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,11552.4,11799.878664775986,11269.989573230212,12327.720829411082,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,11669.8,12300.376780763587,11771.415328082772,12827.643483585804,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,11820.0,12832.450413059869,12302.92033794389,13360.709628145025,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,12426.25,13345.211017748637,12817.108197037704,13874.132749219189,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,13163.43,13820.43947194277,13292.599583332882,14348.47831496452,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,13975.9,14230.71624818072,13703.199437059015,14759.51763689881,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,14337.8,14533.307896055034,14005.503934372653,15061.500792569432,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,14551.4,14713.070101290517,14185.757219036515,15241.766429516258,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,14322.65,14774.498894486402,14247.585578676222,15304.149607190291,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,14084.95,14755.245090383249,14228.452899409163,15284.69190176577,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,13837.03,14687.626340923998,14160.091698724313,15217.16366095507,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,13798.15,14609.579451768153,14082.028584178572,15138.858914983586,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,13961.6,14534.926563221958,14007.336014392278,15063.42785929666,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,14372.3,14403.121574345118,13875.56357310229,14931.86269669266,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,14490.85,14165.015708456285,13638.013892052546,14693.825609270687,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,14252.15,13831.185830114006,13303.14755866121,14359.806618132847,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,13617.98,13417.311249975839,12888.882421292672,13946.992083114832,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,13062.65,12950.362719464316,12422.288967135584,13479.55209539666,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,12734.9,12467.572520454567,11939.222609230124,12997.320171918054,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,12314.38,12035.65144174995,11507.474831578273,12564.00646316838,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,11824.03,11705.21336547599,11177.482912923115,12233.425993837189,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,11521.32,11469.967418669548,10941.384666932814,11998.08259424639,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,11325.3,11397.448444845068,10868.467173340963,11925.917353419874,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,11233.25,11513.86274162312,10985.54941132623,12042.225021636545,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,11156.25,11826.569261353612,11297.334951479066,12355.230307432921,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,11140.0,12285.119324047362,11756.099398333929,12814.020550440824,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,11134.2,12836.407484029667,12307.42411117732,13365.234802477287,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,11511.2,13433.936959671064,12906.54163148939,13962.17238720617,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,12395.63,14008.138143233866,13481.081431378778,14535.887588711166,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,13205.8,14509.970300963678,13983.371224629376,15038.184960850022,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,13980.18,14909.241998391506,14381.375894076707,15437.855257366158,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,14577.7,15162.27513028785,14632.846776194554,15691.16337692899,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,14329.93,15254.331653316141,14724.672649818827,15782.9436096207,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,13860.35,15256.90487362952,14727.462738752472,15785.455976326899,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,13607.83,15174.691593691961,14646.05280187364,15703.360993140235,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,13511.53,15032.981223005458,14505.06537390007,15562.14525594317,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,13667.48,14875.744780729126,14346.657440826215,15404.727468108085,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,14350.93,14664.691102693794,14137.104184781401,15192.948088610263,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,14584.8,14360.750387541671,13832.77534914769,14890.077480372556,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,14233.7,13982.342085251274,13453.50951235478,14511.617580327958,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,13724.98,13545.314380079995,13016.19845162544,14074.25050206624,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,13298.85,13070.287898406505,12541.537829990912,13599.199375050042,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,13055.6,12604.90934179824,12075.442170767607,13133.441258101167,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,12627.85,12178.858122225549,11650.505647718917,12706.59083266206,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,12157.15,11844.602129121553,11316.755330179636,12372.276733701907,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,11891.15,11798.31809221763,11269.348770202138,12324.43360526367,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,11963.87,11995.574280885707,11467.267190202438,12522.74922015637,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,12092.05,12369.429727704277,11840.885414074488,12896.860489925968,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,12233.23,12874.284673802766,12345.647950644303,13402.408625412358,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,12781.13,13455.328158516628,12926.42766960817,13984.582690017884,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,14121.15,14081.147565769928,13552.947098115466,14609.804743164272,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,15321.58,14721.784494652398,14193.60749844023,15250.70667538469,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,16034.63,15330.706910231203,14803.280154631135,15859.508646143027,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,16491.7,15844.152882564136,15316.147143510298,16373.31815510903,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,16709.38,16215.875626889043,15687.621293333905,16744.683744309317,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,16730.83,16429.21204982869,15900.769683494487,16958.16152836798,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,16728.48,16530.838096944786,16002.052201315491,17059.416729615095,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,16501.4,16583.2598957748,16054.558754054311,17110.24988569088,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,16301.82,16580.02545548361,16051.622911483782,17109.01196635663,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,16130.13,16533.574075635144,16006.189191954938,17062.102731335115,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,16121.35,16465.01222113197,15935.810347741855,16993.42746079981,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,16588.9,16319.929568941137,15792.22942947162,16848.564876154396,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,16562.6,16062.514421446234,15534.186578736906,16591.22826828105,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,16237.65,15699.715348824933,15171.35396796656,16228.429428146803,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,15454.3,15254.597594409433,14725.879650682207,15783.49676374016,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,14592.38,14768.1136730558,14239.70211762556,15296.278693320182,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,14006.0,14291.891813073065,13763.280868616708,14819.669862778746,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,13382.9,13862.995253847426,13334.139209762649,14389.652034090828,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,12860.6,13537.440577690642,13009.223229820167,14065.42803599875,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,12496.95,13304.474903826034,12775.31328441289,13830.897079853132,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,12367.55,13230.696792202401,12702.783876848987,13758.0407317633,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,12417.32,13356.916753616832,12829.161289453794,13884.14772398902,2026-01-31 00:00:00+00:00,74
