date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,17982.12,17895.71064668847,17334.654558133247,18456.76673524369,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,17698.82,17493.366929565498,16932.310841010276,18054.42301812072,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,17430.0,17355.400611628163,16794.34452307294,17916.456700183386,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,17458.4,17525.280397515002,16964.22430895978,18086.336486070224,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,17561.65,17903.572017375285,17342.515928820063,18464.628105930507,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,18567.54,18615.485402622122,18054.4293140669,19176.541491177344,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,19519.88,19654.597024844265,19093.540936289042,20215.653113399487,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,20500.92,20918.800565098016,20357.744476542794,21479.856653653238,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,21950.83,21747.7049475148,21186.648858959583,22308.761036070024,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,22461.58,22395.276062437493,21834.21997388227,22956.332150992715,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,22446.79,22674.822575356153,22113.76648680093,23235.878663911375,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,22044.89,22629.022492217056,22067.966403661834,23190.07858077228,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,22164.98,22220.37750375356,21659.321415198337,22781.433592308782,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,21953.03,21870.374888555787,21309.318800000565,22431.43097711101,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,22039.91,21741.245717746235,21180.189629191016,22302.301806301457,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,22287.29,22075.201901825883,21514.14581327066,22636.257990381106,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,23037.14,22819.073594919126,22258.017506363904,23380.129683474348,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,23476.05,23417.0420152099,22855.985926654677,23978.09810376512,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,23085.43,23147.70387460856,22586.647786053338,23708.759963163786,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,21756.47,22053.70443150824,21492.648342953016,22614.760520063457,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,20619.12,21031.715992777346,20470.659904222124,21592.77208133257,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,19919.1,20109.72284350332,19548.6667549481,20670.778932058543,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,18897.56,19065.60419496296,18504.54810640774,19626.660283518184,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,17323.4,17914.41173688183,17353.355648326607,18475.46782543705,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,16478.78,17363.730406873125,16802.674318317902,17924.786495428347,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,16442.66,17055.588077970817,16494.5319894156,17616.64416652604,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,16271.01,16940.618482362486,16379.562393807264,17501.67457091771,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,16416.04,17023.61196266387,16462.555874108646,17584.66805121909,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,16315.69,17264.984352632546,16703.928264077324,17826.040441187768,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,16586.89,17636.257335395665,17075.201246840443,18197.313423950887,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,16993.48,18475.634576961904,17914.57848840668,19036.690665517126,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,18234.16,20079.576139343513,19518.52005078829,20640.632227898735,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,19480.58,20963.810475341666,20402.754386786444,21524.86656389689,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,20422.23,21551.727908713125,20990.671820157902,22112.783997268347,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,20693.54,21867.419643880978,21306.363555325755,22428.4757324362,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,20900.31,21739.22190147703,21178.16581292181,22300.277990032253,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,20601.19,21463.09514757406,20902.039059018836,22024.151236129277,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,20331.96,21118.200863231847,20557.144774676624,21679.25695178707,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,20252.59,20981.846522418284,20420.79043386306,21542.902610973506,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,20710.89,21361.241480719305,20800.185392164083,21922.297569274528,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,21830.29,22056.664933566437,21495.608845011215,22617.72102212166,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,22577.57,22607.130174902817,22046.074086347595,23168.18626345804,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,22580.14,22247.356610354618,21686.300521799396,22808.41269890984,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,21709.95,21240.795286250446,20679.739197695228,21801.85137480567,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,20464.93,20254.1885594067,19693.132470851477,20815.24464796192,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,19633.63,19460.425869498653,18899.36978094343,20021.481958053875,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,18555.22,18554.511775109997,17993.455686554775,19115.56786366522,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,17212.58,17442.444904700587,16881.388816145365,18003.50099325581,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,16986.46,16923.94485552002,16362.888766964801,17485.000944075244,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,16792.19,16686.868730391616,16125.812641836392,17247.924818946834,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,16871.19,16770.930721692974,16209.87463313775,17331.986810248192,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,17561.95,17321.95953740143,16760.90344884621,17883.015625956654,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,19067.34,18662.65254196128,18101.596453406062,19223.708630516503,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,22138.24,21597.48391124699,21036.427822691767,22158.53999980221,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,24196.63,23894.82084655761,23333.76475800239,24455.876935112836,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,25268.67,25092.97645621813,24531.920367662908,25654.03254477335,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,25387.67,25231.52626261027,24670.470174055048,25792.582351165493,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,25627.3,25257.732543673646,24696.676455118424,25818.78863222887,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,24893.54,25207.981370237037,24646.925281681815,25769.037458792256,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,24761.96,25121.51541413724,24560.45932558202,25682.571502692463,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,25261.82,24969.079430385602,24408.023341830383,25530.135518940828,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,24822.3,24694.944783288753,24133.888694733534,25256.00087184398,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,24664.32,24499.83135709461,23938.775268539386,25060.88744564983,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,24895.46,24552.40851264083,23991.35242408561,25113.46460119605,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,25267.88,25154.891785538326,24593.835696983107,25715.94787409355,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,25938.15,25714.750325963727,25153.694237408505,26275.80641451895,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,25917.18,25448.358842836336,24887.302754281118,26009.41493139156,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,25003.21,24479.948431743192,23918.89234318797,25041.004520298415,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,23767.09,23034.901559164024,22473.8454706088,23595.957647719246,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,22270.67,21736.392063328633,21175.33597477341,22297.448151883855,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,20622.07,20610.412960643145,20049.356872087923,21171.469049198367,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,19714.02,19418.458467795535,18857.402379240313,19979.514556350758,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,19223.49,18912.853682656445,18351.797594101226,19473.909771211667,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,18841.76,18691.279474273262,18130.223385718044,19252.335562828484,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,19382.77,18877.732175742374,18316.676087187152,19438.788264297596,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,19824.44,19320.888971911085,18759.832883355863,19881.945060466307,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,20974.85,20405.310160911096,19844.254072355878,20966.36624946632,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,23492.16,22829.77370331982,22268.7176147646,23390.829791875043,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,25797.65,25298.284000162923,24737.227911607704,25859.340088718145,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,26910.71,26154.681153081976,25593.625064526754,26715.737241637198,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,27275.05,26344.54627030714,25783.49018175192,26905.602358862365,2026-01-31 00:00:00+00:00,80
