date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper,cutoff,hours_ahead
2026-02-02 10:00:00+00:00,4385.2,2957.9724,2721.5715619460498,3194.373390490394,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,5428.71,3866.1265,3629.7256689900496,4102.527497534394,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,5265.32,4145.7007,3909.2997168921092,4382.101545436453,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,3991.92,3485.2517,3248.8508441243052,3721.652672668649,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,2297.69,1788.1818,1551.7808730300872,2024.582701574431,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,589.07,584.8088,348.4078625001862,821.20969104453,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,8.249921,33.857098,-202.5438681166147,270.25796042772936,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,-7.9393605e-05,30.97575,-205.4251167216289,267.3767118227147,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,-7.9393605e-05,35.20915,-201.19164836928667,271.6101801750574,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,-7.9393605e-05,30.688152,-205.71265476978715,267.08917377455646,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,-7.9393605e-05,13.508954,-222.8919688200881,249.9098597242555,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,-7.9393605e-05,11.042401,-225.35862174785598,247.44320679648808,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,-7.9393605e-05,10.1017275,-226.29930744755347,246.50252109679013,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,-7.9393605e-05,18.188885,-218.21201281532558,254.58981572901803,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,-7.9393605e-05,21.444744,-214.9562248538814,257.8456036904622,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,-7.9393605e-05,18.402996,-217.99795387796576,254.8038746663783,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,-7.9393605e-05,17.686932,-218.71386493664568,254.08796360769838,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,-7.9393605e-05,19.268475,-217.13253323967592,255.66929530466814,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,-7.9393605e-05,21.121014,-215.27999218583636,257.5218363585077,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,-7.9393605e-05,49.06413,-187.33675381100193,285.46507473334214,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,14.690106,57.495037,-178.90579125431168,293.8960372900324,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,646.29,643.07733,406.67628709156315,879.4781156359072,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,2635.15,1620.1302,1383.7294266222573,1856.531255166601,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,4269.25,3027.5193,2791.1183523404798,3263.9201808848234,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,4596.51,3687.2056,3450.804672035914,3923.6065005802575,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,4883.85,3996.3193,3759.91847058996,4232.720299134304,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,4342.96,3885.3127,3648.9116899021756,4121.713518446519,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,3313.59,3229.6614,2993.2604864194964,3466.06231496384,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,1839.67,1834.798,1598.3971180044168,2071.198946548761,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,475.45987,568.799,332.3980909634238,805.1999195077674,2026-01-31 00:00:00+00:00,87
2026-02-03 16:00:00+00:00,6.309979,32.54411,-203.85679695052977,268.94503159381384,2026-01-31 00:00:00+00:00,88
2026-02-03 17:00:00+00:00,-7.9393605e-05,20.525799,-215.8752240104618,256.9266045338818,2026-01-31 00:00:00+00:00,89
2026-02-03 18:00:00+00:00,-7.9393605e-05,26.827557,-209.57336971631003,263.22845882803404,2026-01-31 00:00:00+00:00,90
2026-02-03 19:00:00+00:00,-7.9393605e-05,24.147137,-212.25382644563615,260.54800209870746,2026-01-31 00:00:00+00:00,91
2026-02-03 20:00:00+00:00,-7.9393605e-05,24.084393,-212.31658985277636,260.48523869156725,2026-01-31 00:00:00+00:00,92
2026-02-03 21:00:00+00:00,-7.9393605e-05,26.516766,-209.88412512239393,262.9177034219497,2026-01-31 00:00:00+00:00,93
2026-02-03 22:00:00+00:00,-7.9393605e-05,26.516766,-209.88412512239393,262.9177034219497,2026-01-31 00:00:00+00:00,94
2026-02-03 23:00:00+00:00,-7.9393605e-05,27.595135,-208.80566608994968,263.9961624543944,2026-01-31 00:00:00+00:00,95
2026-02-04 00:00:00+00:00,-7.9393605e-05,14.814374,-221.58643892441296,251.21538961993065,2026-01-31 00:00:00+00:00,96
2026-02-04 01:00:00+00:00,-7.9393605e-05,8.2736025,-228.12735546446038,244.67447307988323,2026-01-31 00:00:00+00:00,97
2026-02-04 02:00:00+00:00,-7.9393605e-05,-1.7869446,-238.18787038458186,234.61395815976175,2026-01-31 00:00:00+00:00,98
2026-02-04 03:00:00+00:00,-7.9393605e-05,1.7692077,-234.6317875849104,238.17004095943366,2026-01-31 00:00:00+00:00,99
2026-02-04 04:00:00+00:00,-7.9393605e-05,17.919842,-218.48118108578456,254.3206474585595,2026-01-31 00:00:00+00:00,100
2026-02-04 05:00:00+00:00,-7.9393605e-05,28.83073,-207.5702985396547,265.2315300046894,2026-01-31 00:00:00+00:00,101
2026-02-04 06:00:00+00:00,8.259931,9.901288,-226.49958905163885,246.30223949270476,2026-01-31 00:00:00+00:00,102
2026-02-04 07:00:00+00:00,556.62006,454.34488,217.94391532735654,690.7457438717001,2026-01-31 00:00:00+00:00,103
2026-02-04 08:00:00+00:00,1931.38,1527.2032,1290.8023342278527,1763.6041627721966,2026-01-31 00:00:00+00:00,104
2026-02-04 09:00:00+00:00,3301.6,2723.242,2486.8410435783376,2959.6428721226816,2026-01-31 00:00:00+00:00,105
2026-02-04 10:00:00+00:00,4003.97,3455.584,3219.183079083975,3691.984907628319,2026-01-31 00:00:00+00:00,106
2026-02-04 11:00:00+00:00,3731.08,3367.1235,3130.7225534884515,3603.524382032795,2026-01-31 00:00:00+00:00,107
2026-02-04 12:00:00+00:00,3075.17,2924.308,2687.907222144961,3160.7090506893046,2026-01-31 00:00:00+00:00,108
2026-02-04 13:00:00+00:00,2138.55,2082.7234,1846.3225902881622,2319.124418832506,2026-01-31 00:00:00+00:00,109
2026-02-04 14:00:00+00:00,1118.67,1127.8734,891.4725800888446,1364.2744086331884,2026-01-31 00:00:00+00:00,110
2026-02-04 15:00:00+00:00,318.83,297.6669,61.266040241464,534.0678687858076,2026-01-31 00:00:00+00:00,111
2026-02-04 16:00:00+00:00,4.76994,-13.2923155,-249.69321934793334,223.10860919641027,2026-01-31 00:00:00+00:00,112
2026-02-04 17:00:00+00:00,-7.9393605e-05,-3.3138,-239.71460302005607,233.087225524288,2026-01-31 00:00:00+00:00,113
2026-02-04 18:00:00+00:00,-7.9393605e-05,-18.731525,-255.13245949761085,217.6693690467332,2026-01-31 00:00:00+00:00,114
2026-02-04 19:00:00+00:00,-7.9393605e-05,-2.0242493,-238.4251466798678,234.3766818644758,2026-01-31 00:00:00+00:00,115
2026-02-04 20:00:00+00:00,-7.9393605e-05,-1.7232239,-238.12408643423623,234.67774211010737,2026-01-31 00:00:00+00:00,116
2026-02-04 21:00:00+00:00,-7.9393605e-05,-3.8994935,-240.3003948200303,232.5014337243133,2026-01-31 00:00:00+00:00,117
2026-02-04 22:00:00+00:00,-7.9393605e-05,-1.3155091,-237.71637942362668,235.08544912071693,2026-01-31 00:00:00+00:00,118
2026-02-04 23:00:00+00:00,-7.9393605e-05,-3.8994935,-240.3003948200303,232.5014337243133,2026-01-31 00:00:00+00:00,119
2026-02-05 00:00:00+00:00,-7.9393605e-05,-2.081134,-238.4820419635762,234.31978658076787,2026-01-31 00:00:00+00:00,120
2026-02-05 01:00:00+00:00,-7.9393605e-05,-5.0764956,-241.47733627180878,231.32449227253528,2026-01-31 00:00:00+00:00,121
2026-02-05 02:00:00+00:00,-7.9393605e-05,-2.9097474,-239.31072304646705,233.49110549787656,2026-01-31 00:00:00+00:00,122
2026-02-05 03:00:00+00:00,-7.9393605e-05,-2.9097474,-239.31072304646705,233.49110549787656,2026-01-31 00:00:00+00:00,123
2026-02-05 04:00:00+00:00,-7.9393605e-05,-1.0957825,-237.49670749863617,235.30512104570744,2026-01-31 00:00:00+00:00,124
2026-02-05 05:00:00+00:00,-7.9393605e-05,-3.4458802,-239.84676336517214,232.95506517917192,2026-01-31 00:00:00+00:00,125
2026-02-05 06:00:00+00:00,3.5199401,-13.146075,-249.54702653374125,223.25480201060282,2026-01-31 00:00:00+00:00,126
2026-02-05 07:00:00+00:00,225.2299,261.1149,24.714009656375765,497.5158382007194,2026-01-31 00:00:00+00:00,127
2026-02-05 08:00:00+00:00,815.35004,1056.7634,820.3625327743744,1293.1643613187182,2026-01-31 00:00:00+00:00,128
2026-02-05 09:00:00+00:00,1640.22,1704.4562,1468.0552533125485,1940.8570818568924,2026-01-31 00:00:00+00:00,129
2026-02-05 10:00:00+00:00,2611.26,2497.5083,2261.107482623702,2733.909311168046,2026-01-31 00:00:00+00:00,130
2026-02-05 11:00:00+00:00,3117.73,3290.5718,3054.170937910116,3526.9727664544603,2026-01-31 00:00:00+00:00,131
2026-02-05 12:00:00+00:00,3045.67,3209.1816,2972.780735642509,3445.5825641868532,2026-01-31 00:00:00+00:00,132
2026-02-05 13:00:00+00:00,2635.98,2720.83,2484.429220928886,2957.2310494732296,2026-01-31 00:00:00+00:00,133
2026-02-05 14:00:00+00:00,1791.22,1691.0801,1454.6792486534594,1927.4810771978032,2026-01-31 00:00:00+00:00,134
2026-02-05 15:00:00+00:00,606.9301,459.44595,223.04510054020147,695.8469290845451,2026-01-31 00:00:00+00:00,135
2026-02-05 16:00:00+00:00,13.640058,27.057049,-209.3437474950656,263.45808104927846,2026-01-31 00:00:00+00:00,136
2026-02-05 17:00:00+00:00,-7.9393605e-05,-5.620197,-242.02103066455538,230.78079787978868,2026-01-31 00:00:00+00:00,137
2026-02-05 18:00:00+00:00,-7.9393605e-05,-10.813556,-247.2145750375007,225.5872535068429,2026-01-31 00:00:00+00:00,138
2026-02-05 19:00:00+00:00,-7.9393605e-05,-11.999591,-248.4004462423277,224.40138230201637,2026-01-31 00:00:00+00:00,139
2026-02-05 20:00:00+00:00,-7.9393605e-05,-2.251056,-238.6519624072971,234.14986613704696,2026-01-31 00:00:00+00:00,140
2026-02-05 21:00:00+00:00,-7.9393605e-05,-2.8335755,-239.23443744185352,233.5673911024901,2026-01-31 00:00:00+00:00,141
2026-02-05 22:00:00+00:00,-7.9393605e-05,-2.6055481,-239.00634603541766,233.7954825089264,2026-01-31 00:00:00+00:00,142
2026-02-05 23:00:00+00:00,-7.9393605e-05,-4.2464175,-240.64737950991093,232.15444903443313,2026-01-31 00:00:00+00:00,143
2026-02-06 00:00:00+00:00,-7.9393605e-05,-4.719562,-241.12040128567423,231.68142725866937,2026-01-31 00:00:00+00:00,144
2026-02-06 01:00:00+00:00,-7.9393605e-05,-4.7583804,-241.1591819274845,231.6426466168591,2026-01-31 00:00:00+00:00,145
2026-02-06 02:00:00+00:00,-7.9393605e-05,-5.4964175,-241.89728980088466,230.9045387434594,2026-01-31 00:00:00+00:00,146
2026-02-06 03:00:00+00:00,-7.9393605e-05,-3.1116517,-239.512535465361,233.28929307898306,2026-01-31 00:00:00+00:00,147
2026-02-06 04:00:00+00:00,-7.9393605e-05,-10.82381,-247.2247804695562,225.57704807478785,2026-01-31 00:00:00+00:00,148
2026-02-06 05:00:00+00:00,-7.9393605e-05,-15.93172,-252.33259921323724,220.46922933110682,2026-01-31 00:00:00+00:00,149
2026-02-06 06:00:00+00:00,12.880048,-14.132403,-250.53338154188668,222.26844700245738,2026-01-31 00:00:00+00:00,150
2026-02-06 07:00:00+00:00,346.4401,288.9257,52.5248325502921,525.3266610946362,2026-01-31 00:00:00+00:00,151
2026-02-06 08:00:00+00:00,1029.76,1074.5419,838.1410332542223,1310.9428617985661,2026-01-31 00:00:00+00:00,152
2026-02-06 09:00:00+00:00,1765.37,1834.6919,1598.291045294992,2071.092873839336,2026-01-31 00:00:00+00:00,153
2026-02-06 10:00:00+00:00,2449.08,2619.4944,2383.0934744144242,2855.8953029587683,2026-01-31 00:00:00+00:00,154
2026-02-06 11:00:00+00:00,2789.57,3243.1604,3006.7595622107774,3479.5613907551215,2026-01-31 00:00:00+00:00,155
2026-02-06 12:00:00+00:00,2676.0,3244.1365,3007.7354885430414,3480.5373170873854,2026-01-31 00:00:00+00:00,156
2026-02-06 13:00:00+00:00,2174.16,2531.5342,2295.133381747325,2767.935210291669,2026-01-31 00:00:00+00:00,157
2026-02-06 14:00:00+00:00,1327.41,1502.1984,1265.7974948775427,1738.5993234218865,2026-01-31 00:00:00+00:00,158
2026-02-06 15:00:00+00:00,420.1901,470.26407,233.86311365462825,706.6649421989719,2026-01-31 00:00:00+00:00,159
2026-02-06 16:00:00+00:00,11.340009,9.942304,-226.45851218761663,246.34331635672743,2026-01-31 00:00:00+00:00,160
2026-02-06 17:00:00+00:00,-7.9393605e-05,-18.925617,-255.32661784246284,217.47521070188077,2026-01-31 00:00:00+00:00,161
2026-02-06 18:00:00+00:00,-7.9393605e-05,-17.660969,-254.0619096750088,218.73991886933482,2026-01-31 00:00:00+00:00,162
2026-02-06 19:00:00+00:00,-7.9393605e-05,-0.745929,-237.14691631494088,235.65491222940318,2026-01-31 00:00:00+00:00,163
2026-02-06 20:00:00+00:00,-7.9393605e-05,0.20548701,-236.19551491158472,236.60631363275934,2026-01-31 00:00:00+00:00,164
2026-02-06 21:00:00+00:00,-7.9393605e-05,2.3590515,-234.0419136121136,238.75991493223046,2026-01-31 00:00:00+00:00,165
2026-02-06 22:00:00+00:00,-7.9393605e-05,-49.632404,-286.0332320820726,186.76859646227103,2026-01-31 00:00:00+00:00,166
2026-02-06 23:00:00+00:00,-7.9393605e-05,0.6549499,-235.7459656295482,237.0558629147954,2026-01-31 00:00:00+00:00,167
2026-02-01 00:00:00+00:00,-7.9393605e-05,2.1488464,-234.2521455124529,238.54968303189116,2026-02-01 00:00:00+00:00,0
2026-02-01 01:00:00+00:00,-7.9393605e-05,-52.618244,-289.0190863656544,183.78274217868966,2026-02-01 00:00:00+00:00,1
2026-02-01 02:00:00+00:00,-7.9393605e-05,-2.0125306,-238.41341043300417,234.38841811133943,2026-02-01 00:00:00+00:00,2
2026-02-01 03:00:00+00:00,-7.9393605e-05,3.121991,-233.27880243017808,239.523026114166,2026-02-01 00:00:00+00:00,3
2026-02-01 04:00:00+00:00,-7.9393605e-05,-48.75594,-285.1568406043234,187.64498794002066,2026-02-01 00:00:00+00:00,4
2026-02-01 05:00:00+00:00,-7.9393605e-05,-4.6492496,-241.0502389402941,231.7515896040495,2026-02-01 00:00:00+00:00,5
2026-02-01 06:00:00+00:00,2.0499694,2.4615905,-233.93934901995772,238.8624795243859,2026-02-01 00:00:00+00:00,6
2026-02-01 07:00:00+00:00,199.75993,336.63858,100.23777876686563,573.0396073112092,2026-02-01 00:00:00+00:00,7
2026-02-01 08:00:00+00:00,882.50006,1092.4724,856.0715946716944,1328.8734232160382,2026-02-01 00:00:00+00:00,8
2026-02-01 09:00:00+00:00,1776.75,1927.7855,1691.384613799799,2164.1864423441425,2026-02-01 00:00:00+00:00,9
2026-02-01 10:00:00+00:00,2623.22,2749.1548,2512.7537677318805,2985.555596276224,2026-02-01 00:00:00+00:00,10
2026-02-01 11:00:00+00:00,3114.28,3202.0178,2965.616873151411,3438.418701695755,2026-02-01 00:00:00+00:00,11
2026-02-01 12:00:00+00:00,3004.87,3027.8716,2791.4706789362012,3264.2725074805453,2026-02-01 00:00:00+00:00,12
2026-02-01 13:00:00+00:00,2303.45,2459.6094,2223.208366899288,2696.0101954436323,2026-02-01 00:00:00+00:00,13
2026-02-01 14:00:00+00:00,1184.78,1456.2985,1219.8975436655949,1692.6993722099387,2026-02-01 00:00:00+00:00,14
2026-02-01 15:00:00+00:00,283.61002,412.8212,176.42030851652544,649.222137060869,2026-02-01 00:00:00+00:00,15
2026-02-01 16:00:00+00:00,3.7999694,33.553875,-202.8469694486571,269.9548590956865,2026-02-01 00:00:00+00:00,16
2026-02-01 17:00:00+00:00,-7.9393605e-05,-2.3816712,-238.78259193760505,234.019236606739,2026-02-01 00:00:00+00:00,17
2026-02-01 18:00:00+00:00,-7.9393605e-05,-1.5227845,-237.92380483015086,234.87802371419275,2026-02-01 00:00:00+00:00,18
2026-02-01 19:00:00+00:00,-7.9393605e-05,2.0011413,-234.39986914145356,238.4019594028905,2026-02-01 00:00:00+00:00,19
2026-02-01 20:00:00+00:00,-7.9393605e-05,-50.200764,-286.6016746475534,186.20015389679065,2026-02-01 00:00:00+00:00,20
2026-02-01 21:00:00+00:00,-7.9393605e-05,0.8695495,-235.53139642058568,237.27043212375838,2026-02-01 00:00:00+00:00,21
2026-02-01 22:00:00+00:00,-7.9393605e-05,2.9950378,-233.40586005926662,239.39596848507745,2026-02-01 00:00:00+00:00,22
2026-02-01 23:00:00+00:00,-7.9393605e-05,11.687421,-224.7133833061589,248.0884452381847,2026-02-01 00:00:00+00:00,23
2026-02-02 00:00:00+00:00,-7.9393605e-05,21.875652,-214.52530048534618,258.2765280589974,2026-02-01 00:00:00+00:00,24
2026-02-02 01:00:00+00:00,-7.9393605e-05,23.198162,-213.20267649097832,259.5991520533653,2026-02-01 00:00:00+00:00,25
2026-02-02 02:00:00+00:00,-7.9393605e-05,49.02238,-187.37859608242888,285.4232324619152,2026-02-01 00:00:00+00:00,26
2026-02-02 03:00:00+00:00,-7.9393605e-05,22.568035,-213.8328619203935,258.9689666239501,2026-02-01 00:00:00+00:00,27
2026-02-02 04:00:00+00:00,-7.9393605e-05,51.780437,-184.62057806948178,288.1812504748618,2026-02-01 00:00:00+00:00,28
2026-02-02 05:00:00+00:00,-7.9393605e-05,49.8654,-186.53562739466042,286.26620114968364,2026-02-01 00:00:00+00:00,29
2026-02-02 06:00:00+00:00,10.26994,64.04167,-172.35926172663358,300.44256681771003,2026-02-01 00:00:00+00:00,30
2026-02-02 07:00:00+00:00,435.90005,557.7631,321.3621918746162,794.1640204189603,2026-02-01 00:00:00+00:00,31
2026-02-02 08:00:00+00:00,1537.26,1110.6217,874.2208074709513,1347.0226360152951,2026-02-01 00:00:00+00:00,32
2026-02-02 09:00:00+00:00,2979.32,1886.0493,1649.6484150824656,2122.4502436268094,2026-02-01 00:00:00+00:00,33
2026-02-02 10:00:00+00:00,4385.2,2957.9724,2721.5715619460498,3194.373390490394,2026-02-01 00:00:00+00:00,34
2026-02-02 11:00:00+00:00,5428.71,3866.1265,3629.7256689900496,4102.527497534394,2026-02-01 00:00:00+00:00,35
2026-02-02 12:00:00+00:00,5265.32,4145.7007,3909.2997168921092,4382.101545436453,2026-02-01 00:00:00+00:00,36
2026-02-02 13:00:00+00:00,3991.92,3485.2517,3248.8508441243052,3721.652672668649,2026-02-01 00:00:00+00:00,37
2026-02-02 14:00:00+00:00,2297.69,1788.1818,1551.7808730300872,2024.582701574431,2026-02-01 00:00:00+00:00,38
2026-02-02 15:00:00+00:00,589.07,584.8088,348.4078625001862,821.20969104453,2026-02-01 00:00:00+00:00,39
2026-02-02 16:00:00+00:00,8.249921,33.857098,-202.5438681166147,270.25796042772936,2026-02-01 00:00:00+00:00,40
