date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,15372.47,15204.928,14984.414,15425.442,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,14900.18,14689.937,14469.423,14910.451,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,14625.07,14379.678,14159.164,14600.191,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,14563.9,14291.711,14071.197,14512.225,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,14988.36,14678.044,14457.529,14898.558,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,15499.66,15027.05,14806.536,15247.564,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,16347.62,15711.211,15490.697,15931.725,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,17471.58,16597.127,16376.613,16817.64,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,18386.26,17408.432,17187.918,17628.945,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,18851.08,18016.092,17795.578,18236.605,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,18897.09,18224.422,18003.908,18444.936,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,18576.39,17959.393,17738.879,18179.906,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,18079.64,17478.459,17257.945,17698.973,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,17680.14,17116.742,16896.229,17337.256,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,17598.03,17149.955,16929.441,17370.469,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,18128.94,17729.61,17509.096,17950.123,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,19071.18,18692.56,18472.047,18913.074,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,18972.51,18530.312,18309.799,18750.826,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,18274.6,18011.77,17791.256,18232.283,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,17332.7,17168.055,16947.541,17388.568,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,16481.59,16350.116,16129.603,16570.63,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,15995.49,15914.182,15693.667,16134.695,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,15371.78,15126.185,14905.671,15346.698,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,14306.8,14492.825,14272.312,14713.34,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,13542.83,13901.632,13681.118,14122.146,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,13109.88,13479.646,13259.133,13700.16,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,12870.03,13310.322,13089.809,13530.836,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,12876.05,13415.37,13194.855,13635.884,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,13173.46,13754.638,13534.124,13975.152,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,13569.74,14371.501,14150.986,14592.015,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,14292.27,15371.936,15151.422,15592.45,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,15207.47,16335.618,16115.1045,16556.133,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,16131.77,17274.438,17053.924,17494.953,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,16791.46,17589.959,17369.445,17810.473,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,17206.55,17867.492,17646.979,18088.006,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,17241.39,17796.055,17575.541,18016.568,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,16681.86,17536.592,17316.078,17757.107,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,16259.14,17387.516,17167.0,17608.03,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,16329.87,17518.967,17298.453,17739.482,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,17086.55,18116.38,17895.865,18336.895,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,18068.16,19139.854,18919.34,19360.367,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,18464.23,19455.31,19234.797,19675.824,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,18110.24,18844.41,18623.896,19064.926,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,17367.74,17852.008,17631.492,18072.521,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,16850.55,17039.93,16819.416,17260.445,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,16528.18,16578.746,16358.231,16799.26,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,15949.67,15866.01,15645.495,16086.523,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,15267.27,15275.839,15055.325,15496.354,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,14667.87,14609.278,14388.765,14829.793,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,14333.57,14310.038,14089.523,14530.552,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,14546.12,14331.696,14111.183,14552.211,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,15015.7,14760.453,14539.939,14980.967,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,16216.03,15810.542,15590.027,16031.056,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,18577.9,18030.35,17809.836,18250.863,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,20429.1,20213.373,19992.86,20433.887,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,21486.46,21204.56,20984.047,21425.074,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,21561.87,21113.498,20892.984,21334.012,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,21447.72,20954.768,20734.254,21175.281,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,21691.43,20991.688,20771.172,21212.201,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,21444.64,20574.053,20353.54,20794.568,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,21033.77,20175.453,19954.938,20395.967,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,20604.07,19749.902,19529.389,19970.416,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,20775.68,20179.215,19958.701,20399.73,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,21080.6,20719.793,20499.28,20940.307,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,22187.74,21732.645,21512.13,21953.158,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,22532.81,22042.744,21822.23,22263.258,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,21764.96,21591.271,21370.758,21811.785,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,20598.0,20559.348,20338.834,20779.861,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,19357.54,19448.707,19228.193,19669.22,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,18538.18,18588.314,18367.8,18808.828,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,17742.82,17714.266,17493.752,17934.781,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,17000.09,16951.518,16731.004,17172.031,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,16353.37,16258.752,16038.238,16479.266,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,15937.55,15972.062,15751.548,16192.575,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,15999.78,16068.96,15848.446,16289.475,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,16566.81,16414.717,16194.203,16635.23,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,17855.81,17690.984,17470.47,17911.498,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,20045.26,20064.6,19844.086,20285.113,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,21604.97,21557.574,21337.06,21778.09,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,22316.18,22282.469,22061.955,22502.982,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,22076.05,22275.215,22054.701,22495.73,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,22359.07,22431.227,22210.713,22651.74,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,22786.91,22765.47,22544.955,22985.984,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,22808.19,22683.082,22462.568,22903.596,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,22194.21,22213.115,21992.602,22433.629,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,22075.97,22009.596,21789.082,22230.11,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,22128.72,22135.979,21915.465,22356.492,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,22441.7,22505.986,22285.473,22726.5,2026-01-31 00:00:00+00:00,87
