date,solar_tenn_actual,solar_tenn_fitted,solar_tenn_lower,solar_tenn_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,-4.511996e-05,-5.804417282479335,-1316.2251299048562,1304.6162953398975,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,-4.511996e-05,-5.090727353938746,-1315.5114399763156,1305.3299852684381,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,-4.511996e-05,-9.066477706908245,-1319.4871903292856,1301.3542349154689,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,-4.511996e-05,5.644279178846773,-1304.77643344353,1316.0649918012236,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,-4.511996e-05,23.495452771963755,-1286.925259850413,1333.9161653943406,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,-4.511996e-05,16.404452927664806,-1294.0162596947125,1326.825165550042,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,4.0500035,17.398757019322602,-1293.0219556030547,1327.8194696416997,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,348.9399,396.55890745283295,-913.8618051695439,1706.9796200752103,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,1220.43,1343.0674997457659,32.646787123389004,2653.4882123681427,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,2264.76,2730.9036825091757,1420.4829698867989,4041.3243951315526,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,3148.0,3756.001584588711,2445.580871966334,5066.422297211088,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,3604.28,3593.8342994408868,2283.4135868185094,4904.255012063264,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,3491.76,3489.479568856539,2179.0588562341622,4799.900281478916,2026-01-31 00:00:00+00:00,12
