date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,17982.12,18341.93405203088,17674.84591439859,19009.022189663167,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,17698.82,17865.548426796955,17198.460289164665,18532.636564429242,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,17430.0,17854.872041967265,17187.783904334974,18521.96017959955,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,17458.4,18192.75356552845,17525.665427896158,18859.841703160735,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,17561.65,18876.345624611862,18209.257486979575,19543.43376224415,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,18567.54,20142.84470902325,19475.756571390964,20809.93284665554,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,19519.88,20967.50121583124,20300.413078198948,21634.589353463525,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,20500.92,21908.248422912264,21241.160285279973,22575.33656054455,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,21950.83,22336.142167552207,21669.05402991992,23003.230305184494,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,22461.58,23198.701296138075,22531.61315850579,23865.789433770362,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,22446.79,23274.552020115905,22607.463882483615,23941.640157748192,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,22044.89,22930.75011027932,22263.66197264703,23597.838247911608,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,22164.98,22788.72905201175,22121.640914379463,23455.81718964404,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,21953.03,22129.470313779482,21462.38217614719,22796.55845141177,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,22039.91,22059.676550314383,21392.588412682097,22726.764687946674,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,22287.29,22151.891507514225,21484.803369881934,22818.97964514651,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,23037.14,22948.374489906437,22281.286352274146,23615.462627538724,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,23476.05,23050.933720325324,22383.845582693037,23718.021857957614,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,23085.43,22892.186616072606,22225.09847844032,23559.274753704893,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,21756.47,22103.25389786112,21436.16576022883,22770.342035493406,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,20619.12,21167.849153298448,20500.76101566616,21834.937290930735,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,19919.1,19698.829633075897,19031.741495443606,20365.917770708184,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,18897.56,19040.055691677197,18372.96755404491,19707.143829309487,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,17323.4,18129.897409344074,17462.809271711787,18796.98554697636,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,16478.78,17091.099314611376,16424.011176979086,17758.187452243663,2026-01-31 00:00:00+00:00,24
