date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,6722.75,6522.734875544989,6240.531771775575,6805.275970844325,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,6551.5,6250.835979662513,5968.294658569832,6531.854891114026,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,6432.25,6242.307878124655,5960.321298146933,6524.2930915086135,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,6438.75,6450.696292142911,6167.682200652427,6733.461763534525,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,6394.75,6757.282409486553,6475.1475124282815,7039.5002457845785,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,6534.75,7107.706416265177,6825.724147913075,7389.178920974439,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,6845.75,7452.923357589432,7170.235658036937,7734.895271506606,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,7316.0,7798.611901760376,7516.885686754777,8080.2844538853915,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,7924.5,8076.114799848212,7794.107668495398,8357.212005416495,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,8111.75,8186.149497347784,7903.162701694735,8466.989153289152,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,8077.25,8161.571836481829,7878.784179794651,8442.646483605,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,7962.0,8011.703833861626,7729.044390401523,8292.783015936186,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,7630.0,7816.130244872749,7533.316549123615,8098.007892377893,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,7306.0,7610.094879640699,7327.354147232186,7892.80891920562,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,7205.5,7462.537570103723,7179.517122566537,7744.6166027029485,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,7137.75,7384.968409404649,7102.661551793252,7666.363066864604,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,7546.0,7359.055982527057,7075.898702637319,7640.922987101824,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,7684.75,7262.2299406867805,6979.181091738753,7543.610588850109,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,7514.0,7040.175019181804,6757.24863184054,7321.975695203869,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,7150.0,6721.3607531550115,6438.1174920051535,7002.592840133104,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,6950.25,6309.825983671355,6027.125222578911,6591.413089178415,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,6807.0,5860.220928321523,5576.839446592683,6141.625571319486,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,6483.0,5448.944108454466,5165.908737021201,5730.364143849669,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,6092.75,5170.90313653406,4888.10708549627,5453.433736092202,2026-01-31 00:00:00+00:00,23
