date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper,cutoff,hours_ahead
2026-01-31 22:00:00+00:00,3876.88,4023.3545,3152.481833582055,4894.227099484834,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,3638.29,3627.254,2756.381282238214,4498.126548140994,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,3623.17,3652.4417,2781.569127005992,4523.314392908771,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,3565.93,3701.4377,2830.564992803068,4572.3102587058465,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,3493.15,3472.7375,2601.8648087832125,4343.610074685991,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,3455.64,3916.3726,3045.4998154874243,4787.245081390203,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,3433.91,3925.7214,3054.848815405978,4796.594081308757,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,3546.19,3538.231,2667.3584110087477,4409.103676911526,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,3485.68,3601.2346,2730.3619481485784,4472.107214051357,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,3487.58,3530.8276,2659.955047344177,4401.700313246955,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,3546.97,3562.2507,2691.3780007256482,4433.123266628427,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,3688.44,3787.107,2916.2343766167583,4657.979642519537,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,3738.7,3722.4685,2851.5959003856706,4593.341166288449,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,3680.99,3556.6748,2685.80206266154,4427.547328564318,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,3647.85,3767.4673,2896.59458197495,4638.339847877729,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,3838.33,3834.8098,2963.9372118093524,4705.682477712131,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,4062.44,4095.2473,3224.374748795116,4966.1200146978945,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,4340.73,4184.0923,3313.219455004106,5054.964720906884,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,4786.05,4571.9233,3701.0508763959056,5442.796142298685,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,4901.39,4985.0767,4114.204169614934,5855.949435517713,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,5011.86,5092.6724,4221.799491894868,5963.5447577976465,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,5044.36,4878.0615,4007.188911596645,5748.934177499424,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,4796.26,4712.445,3841.5722200447562,5583.317485947535,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,4411.46,4415.0547,3544.1820643040746,5285.927330206853,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,4195.27,4340.102,3469.229281000886,5210.974546903665,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,4162.74,4287.073,3416.2004136289042,5157.945679531683,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,4353.55,4293.3022,3422.429651736102,5164.174917638881,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,4547.1,4523.102,3652.2295126173203,5393.974778520099,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,4473.37,4792.278,3921.4051893591827,5663.150455261962,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,4473.86,4601.0884,3730.21598931432,5471.961255217098,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,4366.1,4337.8237,3466.9511363480083,5208.696402250787,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,4425.25,4342.985,3472.1122818891213,5213.8575477919,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,4437.52,4606.601,3735.728394913505,5477.473660816284,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,4441.64,4677.6113,3806.738575164329,5548.483841067108,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,4368.83,4072.0732,3201.200706079884,4942.945971982663,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,4045.39,4063.8396,3192.966859812544,4934.712125715323,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,3903.71,4355.7095,3484.836677492785,5226.581943395564,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,4275.73,4526.275,3655.4020604705515,5397.1473263733305,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,4874.01,4990.14,4119.267554242095,5861.012820144873,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,5341.97,5385.893,4515.020326592665,6256.765592495443,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,5820.78,5722.019,4851.146218919662,6592.891484822441,2026-01-31 00:00:00+00:00,62
2026-02-02 15:00:00+00:00,6155.39,6041.1426,5170.2700570711495,6912.015322973928,2026-01-31 00:00:00+00:00,63
2026-02-02 16:00:00+00:00,6179.53,6225.2017,5354.328969036643,7096.074234939422,2026-01-31 00:00:00+00:00,64
2026-02-02 17:00:00+00:00,6512.81,6669.374,5798.501581928146,7540.246847830926,2026-01-31 00:00:00+00:00,65
2026-02-02 18:00:00+00:00,6701.94,6126.5625,5255.690099005392,6997.435364908171,2026-01-31 00:00:00+00:00,66
2026-02-02 19:00:00+00:00,6681.47,6539.466,5668.593386274249,7410.338652177027,2026-01-31 00:00:00+00:00,67
2026-02-02 20:00:00+00:00,6830.03,6819.911,5949.038640373732,7690.783906276511,2026-01-31 00:00:00+00:00,68
2026-02-02 21:00:00+00:00,7173.2,6951.4604,6080.5876668513865,7822.332932754165,2026-01-31 00:00:00+00:00,69
2026-02-02 22:00:00+00:00,7409.99,7062.0786,6191.20586332721,7932.951129229989,2026-01-31 00:00:00+00:00,70
2026-02-02 23:00:00+00:00,7370.11,7450.053,6579.180748253779,8320.926014156557,2026-01-31 00:00:00+00:00,71
2026-02-03 00:00:00+00:00,7448.07,7428.3247,6557.451917501234,8299.197183404012,2026-01-31 00:00:00+00:00,72
2026-02-03 01:00:00+00:00,7615.51,7554.8545,6683.982000541396,8425.727266444173,2026-01-31 00:00:00+00:00,73
2026-02-03 02:00:00+00:00,8104.27,7972.845,7101.972542596055,8843.717808498834,2026-01-31 00:00:00+00:00,74
2026-02-03 03:00:00+00:00,8395.37,8473.229,7602.356274029293,9344.101539932071,2026-01-31 00:00:00+00:00,75
2026-02-03 04:00:00+00:00,8803.09,9076.386,8205.51287646453,9947.25814236731,2026-01-31 00:00:00+00:00,76
2026-02-03 05:00:00+00:00,9098.38,9178.983,8308.110699636483,10049.855965539262,2026-01-31 00:00:00+00:00,77
2026-02-03 06:00:00+00:00,9451.94,9419.001,8548.128443914156,10289.873709816937,2026-01-31 00:00:00+00:00,78
2026-02-03 07:00:00+00:00,9639.74,9345.287,8474.414677097579,10216.159943000355,2026-01-31 00:00:00+00:00,79
2026-02-03 08:00:00+00:00,9773.66,9780.577,8909.705068111787,10651.450334014564,2026-01-31 00:00:00+00:00,80
2026-02-03 09:00:00+00:00,9712.95,9704.874,8834.001345143011,10575.74661104579,2026-01-31 00:00:00+00:00,81
2026-02-03 10:00:00+00:00,9906.01,9863.42,8992.547326978973,10734.292592881751,2026-01-31 00:00:00+00:00,82
2026-02-03 11:00:00+00:00,9886.29,9812.896,8942.024486648372,10683.76975255115,2026-01-31 00:00:00+00:00,83
2026-02-03 12:00:00+00:00,9917.31,9666.231,8795.358857428466,10537.104123331246,2026-01-31 00:00:00+00:00,84
2026-02-03 13:00:00+00:00,9404.63,9434.397,8563.525278437544,10305.270544340321,2026-01-31 00:00:00+00:00,85
2026-02-03 14:00:00+00:00,9507.4,9300.673,8429.800768395806,10171.546034298586,2026-01-31 00:00:00+00:00,86
2026-02-03 15:00:00+00:00,9641.02,9705.95,8835.077248878897,10576.822514781676,2026-01-31 00:00:00+00:00,87
2026-02-03 16:00:00+00:00,9769.61,9815.215,8944.342026766326,10686.087292669104,2026-01-31 00:00:00+00:00,88
2026-02-03 17:00:00+00:00,9714.22,9745.019,8874.145906255058,10615.891172157837,2026-01-31 00:00:00+00:00,89
2026-02-03 18:00:00+00:00,9148.85,9019.605,8148.732949508315,9890.478215411094,2026-01-31 00:00:00+00:00,90
2026-02-03 19:00:00+00:00,8476.69,8705.053,7834.180149703696,9575.925415606474,2026-01-31 00:00:00+00:00,91
2026-02-03 20:00:00+00:00,7549.5894,7768.5806,6897.708026505535,8639.453292408314,2026-01-31 00:00:00+00:00,92
2026-02-03 21:00:00+00:00,6710.72,6806.825,5935.952747713065,7677.6980136158445,2026-01-31 00:00:00+00:00,93
2026-02-03 22:00:00+00:00,6182.4,6040.205,5169.332328562528,6911.077594465307,2026-01-31 00:00:00+00:00,94
2026-02-03 23:00:00+00:00,5552.56,5976.3774,5105.505076883201,6847.250342785979,2026-01-31 00:00:00+00:00,95
2026-02-04 00:00:00+00:00,5167.5,5253.533,4382.660490986487,6124.405756889266,2026-01-31 00:00:00+00:00,96
2026-02-04 01:00:00+00:00,4883.79,4861.1255,3990.2528399734806,5731.99810587626,2026-01-31 00:00:00+00:00,97
2026-02-04 02:00:00+00:00,4670.4,4735.055,3864.182500070099,5605.927765972878,2026-01-31 00:00:00+00:00,98
2026-02-04 03:00:00+00:00,4424.73,4526.7866,3655.9138619004693,5397.659127803248,2026-01-31 00:00:00+00:00,99
2026-02-04 04:00:00+00:00,4142.81,4355.895,3485.022398971003,5226.7676648737815,2026-01-31 00:00:00+00:00,100
2026-02-04 05:00:00+00:00,3985.28,4323.2305,3452.357930498919,5194.103196401698,2026-01-31 00:00:00+00:00,101
2026-02-04 06:00:00+00:00,3704.86,3730.594,2859.721372736613,4601.466638639392,2026-01-31 00:00:00+00:00,102
2026-02-04 07:00:00+00:00,3530.57,3472.2378,2601.365087982364,4343.110353885143,2026-01-31 00:00:00+00:00,103
2026-02-04 08:00:00+00:00,3439.87,3424.3298,2553.45707312964,4295.202339032418,2026-01-31 00:00:00+00:00,104
2026-02-04 09:00:00+00:00,3171.17,3437.5193,2566.6466699856273,4308.391935888406,2026-01-31 00:00:00+00:00,105
2026-02-04 10:00:00+00:00,2889.69,3406.2588,2535.3862228975972,4277.131488800376,2026-01-31 00:00:00+00:00,106
2026-02-04 11:00:00+00:00,2831.38,3123.91,2253.0373721629594,3994.7826380657384,2026-01-31 00:00:00+00:00,107
2026-02-04 12:00:00+00:00,3012.55,3224.7349,2353.862205340136,4095.6074712429145,2026-01-31 00:00:00+00:00,108
2026-02-04 13:00:00+00:00,3232.2,3541.1348,2670.262176994338,4412.007442897117,2026-01-31 00:00:00+00:00,109
2026-02-04 14:00:00+00:00,3937.14,3905.0388,3034.1661416596075,4775.911407562387,2026-01-31 00:00:00+00:00,110
2026-02-04 15:00:00+00:00,4864.38,4150.0127,3279.140121691755,5020.885387594534,2026-01-31 00:00:00+00:00,111
2026-02-04 16:00:00+00:00,5463.99,4884.1367,4013.263866971154,5755.009132873933,2026-01-31 00:00:00+00:00,112
2026-02-04 17:00:00+00:00,5684.76,5780.947,4910.074072021039,6651.819337923818,2026-01-31 00:00:00+00:00,113
2026-02-04 18:00:00+00:00,5864.65,5629.4585,4758.585894490033,6500.331160392812,2026-01-31 00:00:00+00:00,114
2026-02-04 19:00:00+00:00,5854.54,5527.99,4657.117731427493,6398.862997330271,2026-01-31 00:00:00+00:00,115
2026-02-04 20:00:00+00:00,5785.86,5744.777,4873.9039893561285,6615.649255258908,2026-01-31 00:00:00+00:00,116
2026-02-04 21:00:00+00:00,5339.08,5398.5522,4527.679370359558,6269.424636262336,2026-01-31 00:00:00+00:00,117
2026-02-04 22:00:00+00:00,5167.98,5257.7773,4386.904818666083,6128.6500845688615,2026-01-31 00:00:00+00:00,118
2026-02-04 23:00:00+00:00,5118.46,5079.6357,4208.763280214792,5950.50854611757,2026-01-31 00:00:00+00:00,119
2026-02-05 00:00:00+00:00,5006.89,4674.7383,3803.8654231423634,5545.610689045142,2026-01-31 00:00:00+00:00,120
2026-02-05 01:00:00+00:00,4733.9,4500.712,3629.8392552940986,5371.584521196877,2026-01-31 00:00:00+00:00,121
2026-02-05 02:00:00+00:00,4222.0,4780.591,3909.7183208745623,5651.463586777341,2026-01-31 00:00:00+00:00,122
2026-02-05 03:00:00+00:00,3793.84,3798.203,2927.3302464149288,4669.075512317708,2026-01-31 00:00:00+00:00,123
2026-02-05 04:00:00+00:00,3251.06,3863.0251,2992.152585332664,4733.897851235442,2026-01-31 00:00:00+00:00,124
2026-02-05 05:00:00+00:00,2875.67,4035.13,3164.2571720550586,4906.002437957837,2026-01-31 00:00:00+00:00,125
2026-02-05 06:00:00+00:00,2471.86,2540.3406,1669.4679329742626,3411.2131988770416,2026-01-31 00:00:00+00:00,126
2026-02-05 07:00:00+00:00,2141.41,2281.2031,1410.3303856902985,3152.0756515930775,2026-01-31 00:00:00+00:00,127
2026-02-05 08:00:00+00:00,1823.7,1791.8282,920.9556490495006,2662.7009149522796,2026-01-31 00:00:00+00:00,128
2026-02-05 09:00:00+00:00,1615.7299,1850.031,979.1584703404037,2720.9037362431827,2026-01-31 00:00:00+00:00,129
2026-02-05 10:00:00+00:00,1362.68,1651.6823,780.8096782002776,2522.554944103056,2026-01-31 00:00:00+00:00,130
2026-02-05 11:00:00+00:00,1138.4598,1255.462,384.5894970928748,2126.3347629956534,2026-01-31 00:00:00+00:00,131
2026-02-05 12:00:00+00:00,1039.4398,1396.1178,525.245086125798,2266.990352028577,2026-01-31 00:00:00+00:00,132
2026-02-05 13:00:00+00:00,955.74994,1220.9132,350.04064455234857,2091.785910455127,2026-01-31 00:00:00+00:00,133
2026-02-05 14:00:00+00:00,882.37006,431.47916,-439.39343613781875,1302.3518297649598,2026-01-31 00:00:00+00:00,134
2026-02-05 15:00:00+00:00,858.9899,667.70087,-203.17182334961944,1538.573442553159,2026-01-31 00:00:00+00:00,135
2026-02-05 16:00:00+00:00,787.77997,807.8403,-63.03245075563109,1678.712815147148,2026-01-31 00:00:00+00:00,136
2026-02-05 17:00:00+00:00,736.63007,694.0185,-176.854100147807,1564.8911657549716,2026-01-31 00:00:00+00:00,137
2026-02-05 18:00:00+00:00,720.09,494.52505,-376.34749550478955,1365.3977703979895,2026-01-31 00:00:00+00:00,138
2026-02-05 19:00:00+00:00,668.1701,584.0776,-286.7950051304424,1454.9502607723362,2026-01-31 00:00:00+00:00,139
2026-02-05 20:00:00+00:00,586.82,486.21207,-384.6605208349438,1357.0847450678352,2026-01-31 00:00:00+00:00,140
2026-02-05 21:00:00+00:00,520.58,105.7299,-765.1426988100702,976.6025670927083,2026-01-31 00:00:00+00:00,141
2026-02-05 22:00:00+00:00,565.2297,881.3803,10.507626695216914,1752.252892597996,2026-01-31 00:00:00+00:00,142
2026-02-05 23:00:00+00:00,600.35004,637.7839,-233.08870071552383,1508.6565651872552,2026-01-31 00:00:00+00:00,143
2026-02-06 00:00:00+00:00,560.3901,374.40787,-496.46485072233463,1245.280415180444,2026-01-31 00:00:00+00:00,144
2026-02-06 01:00:00+00:00,544.1801,864.3193,-6.553326611577177,1735.1919392912018,2026-01-31 00:00:00+00:00,145
2026-02-06 02:00:00+00:00,449.66006,897.4892,26.616490584937765,1768.3617564877168,2026-01-31 00:00:00+00:00,146
2026-02-06 03:00:00+00:00,376.18008,892.2287,21.356128632394302,1763.1013945351733,2026-01-31 00:00:00+00:00,147
2026-02-06 04:00:00+00:00,347.25992,348.84805,-522.024550837501,1219.7207150652775,2026-01-31 00:00:00+00:00,148
2026-02-06 05:00:00+00:00,374.16006,455.23062,-415.6420460895679,1326.1032198132111,2026-01-31 00:00:00+00:00,149
2026-02-06 06:00:00+00:00,404.30997,581.90424,-288.9683539648904,1452.7769119378886,2026-01-31 00:00:00+00:00,150
2026-02-06 07:00:00+00:00,403.4501,612.8298,-258.042913879759,1483.70235202302,2026-01-31 00:00:00+00:00,151
2026-02-06 08:00:00+00:00,328.56998,662.1716,-208.70116123613434,1533.0441046666447,2026-01-31 00:00:00+00:00,152
2026-02-06 09:00:00+00:00,282.84,1064.3815,193.50887715988574,1935.2541430626645,2026-01-31 00:00:00+00:00,153
2026-02-06 10:00:00+00:00,276.86002,244.7824,-626.0902917328012,1115.6549741699773,2026-01-31 00:00:00+00:00,154
2026-02-06 11:00:00+00:00,297.43985,525.4379,-345.4346697311357,1396.3105961716428,2026-01-31 00:00:00+00:00,155
2026-02-06 12:00:00+00:00,318.42007,268.75186,-602.1207711291509,1139.6244947736277,2026-01-31 00:00:00+00:00,156
2026-02-06 13:00:00+00:00,308.3898,613.1445,-257.7281382918068,1484.0171276109718,2026-01-31 00:00:00+00:00,157
2026-02-06 14:00:00+00:00,359.4401,403.329,-467.5435336315195,1274.2017322712595,2026-01-31 00:00:00+00:00,158
2026-02-06 15:00:00+00:00,418.68008,509.2758,-361.5969018617243,1380.1483640410547,2026-01-31 00:00:00+00:00,159
2026-02-06 16:00:00+00:00,435.1,365.86197,-505.0107556490011,1236.734510253778,2026-01-31 00:00:00+00:00,160
2026-02-06 17:00:00+00:00,430.26016,587.4816,-283.39108169476003,1458.354184208019,2026-01-31 00:00:00+00:00,161
2026-02-06 18:00:00+00:00,412.68008,576.4106,-294.46217771293686,1447.2830881898421,2026-01-31 00:00:00+00:00,162
2026-02-06 19:00:00+00:00,377.18985,348.63565,-522.2368594029876,1219.508406499791,2026-01-31 00:00:00+00:00,163
2026-02-06 20:00:00+00:00,419.83023,397.04922,-473.82352008412454,1267.9217458186545,2026-01-31 00:00:00+00:00,164
2026-02-06 21:00:00+00:00,460.83023,459.87003,-411.0026963943892,1330.7425695083894,2026-01-31 00:00:00+00:00,165
2026-02-06 22:00:00+00:00,469.71988,348.96646,-521.9061703759407,1219.8390955268378,2026-01-31 00:00:00+00:00,166
2026-02-06 23:00:00+00:00,455.86002,396.0187,-474.85401229868967,1266.8912536040893,2026-01-31 00:00:00+00:00,167
2026-02-01 00:00:00+00:00,3623.17,3652.4417,2781.569127005992,4523.314392908771,2026-02-01 00:00:00+00:00,0
2026-02-01 01:00:00+00:00,3565.93,3701.4377,2830.564992803068,4572.3102587058465,2026-02-01 00:00:00+00:00,1
2026-02-01 02:00:00+00:00,3493.15,3472.7375,2601.8648087832125,4343.610074685991,2026-02-01 00:00:00+00:00,2
2026-02-01 03:00:00+00:00,3455.64,3916.3726,3045.4998154874243,4787.245081390203,2026-02-01 00:00:00+00:00,3
2026-02-01 04:00:00+00:00,3433.91,3925.7214,3054.848815405978,4796.594081308757,2026-02-01 00:00:00+00:00,4
2026-02-01 05:00:00+00:00,3546.19,3538.231,2667.3584110087477,4409.103676911526,2026-02-01 00:00:00+00:00,5
2026-02-01 06:00:00+00:00,3485.68,3601.2346,2730.3619481485784,4472.107214051357,2026-02-01 00:00:00+00:00,6
2026-02-01 07:00:00+00:00,3487.58,3530.8276,2659.955047344177,4401.700313246955,2026-02-01 00:00:00+00:00,7
2026-02-01 08:00:00+00:00,3546.97,3562.2507,2691.3780007256482,4433.123266628427,2026-02-01 00:00:00+00:00,8
2026-02-01 09:00:00+00:00,3688.44,3787.107,2916.2343766167583,4657.979642519537,2026-02-01 00:00:00+00:00,9
2026-02-01 10:00:00+00:00,3738.7,3722.4685,2851.5959003856706,4593.341166288449,2026-02-01 00:00:00+00:00,10
2026-02-01 11:00:00+00:00,3680.99,3556.6748,2685.80206266154,4427.547328564318,2026-02-01 00:00:00+00:00,11
2026-02-01 12:00:00+00:00,3647.85,3767.4673,2896.59458197495,4638.339847877729,2026-02-01 00:00:00+00:00,12
2026-02-01 13:00:00+00:00,3838.33,3834.8098,2963.9372118093524,4705.682477712131,2026-02-01 00:00:00+00:00,13
2026-02-01 14:00:00+00:00,4062.44,4095.2473,3224.374748795116,4966.1200146978945,2026-02-01 00:00:00+00:00,14
2026-02-01 15:00:00+00:00,4340.73,4184.0923,3313.219455004106,5054.964720906884,2026-02-01 00:00:00+00:00,15
2026-02-01 16:00:00+00:00,4786.05,4571.9233,3701.0508763959056,5442.796142298685,2026-02-01 00:00:00+00:00,16
2026-02-01 17:00:00+00:00,4901.39,4985.0767,4114.204169614934,5855.949435517713,2026-02-01 00:00:00+00:00,17
2026-02-01 18:00:00+00:00,5011.86,5092.6724,4221.799491894868,5963.5447577976465,2026-02-01 00:00:00+00:00,18
2026-02-01 19:00:00+00:00,5044.36,4878.0615,4007.188911596645,5748.934177499424,2026-02-01 00:00:00+00:00,19
2026-02-01 20:00:00+00:00,4796.26,4712.445,3841.5722200447562,5583.317485947535,2026-02-01 00:00:00+00:00,20
2026-02-01 21:00:00+00:00,4411.46,4415.0547,3544.1820643040746,5285.927330206853,2026-02-01 00:00:00+00:00,21
2026-02-01 22:00:00+00:00,4195.27,4340.102,3469.229281000886,5210.974546903665,2026-02-01 00:00:00+00:00,22
2026-02-01 23:00:00+00:00,4162.74,4287.073,3416.2004136289042,5157.945679531683,2026-02-01 00:00:00+00:00,23
2026-02-02 00:00:00+00:00,4353.55,4293.3022,3422.429651736102,5164.174917638881,2026-02-01 00:00:00+00:00,24
2026-02-02 01:00:00+00:00,4547.1,4523.102,3652.2295126173203,5393.974778520099,2026-02-01 00:00:00+00:00,25
2026-02-02 02:00:00+00:00,4473.37,4792.278,3921.4051893591827,5663.150455261962,2026-02-01 00:00:00+00:00,26
2026-02-02 03:00:00+00:00,4473.86,4601.0884,3730.21598931432,5471.961255217098,2026-02-01 00:00:00+00:00,27
2026-02-02 04:00:00+00:00,4366.1,4337.8237,3466.9511363480083,5208.696402250787,2026-02-01 00:00:00+00:00,28
2026-02-02 05:00:00+00:00,4425.25,4342.985,3472.1122818891213,5213.8575477919,2026-02-01 00:00:00+00:00,29
2026-02-02 06:00:00+00:00,4437.52,4606.601,3735.728394913505,5477.473660816284,2026-02-01 00:00:00+00:00,30
2026-02-02 07:00:00+00:00,4441.64,4677.6113,3806.738575164329,5548.483841067108,2026-02-01 00:00:00+00:00,31
2026-02-02 08:00:00+00:00,4368.83,4072.0732,3201.200706079884,4942.945971982663,2026-02-01 00:00:00+00:00,32
2026-02-02 09:00:00+00:00,4045.39,4063.8396,3192.966859812544,4934.712125715323,2026-02-01 00:00:00+00:00,33
2026-02-02 10:00:00+00:00,3903.71,4355.7095,3484.836677492785,5226.581943395564,2026-02-01 00:00:00+00:00,34
2026-02-02 11:00:00+00:00,4275.73,4526.275,3655.4020604705515,5397.1473263733305,2026-02-01 00:00:00+00:00,35
2026-02-02 12:00:00+00:00,4874.01,4990.14,4119.267554242095,5861.012820144873,2026-02-01 00:00:00+00:00,36
2026-02-02 13:00:00+00:00,5341.97,5385.893,4515.020326592665,6256.765592495443,2026-02-01 00:00:00+00:00,37
2026-02-02 14:00:00+00:00,5820.78,5722.019,4851.146218919662,6592.891484822441,2026-02-01 00:00:00+00:00,38
2026-02-02 15:00:00+00:00,6155.39,6041.1426,5170.2700570711495,6912.015322973928,2026-02-01 00:00:00+00:00,39
2026-02-02 16:00:00+00:00,6179.53,6225.2017,5354.328969036643,7096.074234939422,2026-02-01 00:00:00+00:00,40
2026-02-02 17:00:00+00:00,6512.81,6669.374,5798.501581928146,7540.246847830926,2026-02-01 00:00:00+00:00,41
2026-02-02 18:00:00+00:00,6701.94,6126.5625,5255.690099005392,6997.435364908171,2026-02-01 00:00:00+00:00,42
2026-02-02 19:00:00+00:00,6681.47,6539.466,5668.593386274249,7410.338652177027,2026-02-01 00:00:00+00:00,43
2026-02-02 20:00:00+00:00,6830.03,6819.911,5949.038640373732,7690.783906276511,2026-02-01 00:00:00+00:00,44
2026-02-02 21:00:00+00:00,7173.2,6951.4604,6080.5876668513865,7822.332932754165,2026-02-01 00:00:00+00:00,45
2026-02-02 22:00:00+00:00,7409.99,7062.0786,6191.20586332721,7932.951129229989,2026-02-01 00:00:00+00:00,46
2026-02-02 23:00:00+00:00,7370.11,7450.053,6579.180748253779,8320.926014156557,2026-02-01 00:00:00+00:00,47
2026-02-03 00:00:00+00:00,7448.07,7428.3247,6557.451917501234,8299.197183404012,2026-02-01 00:00:00+00:00,48
2026-02-03 01:00:00+00:00,7615.51,7554.8545,6683.982000541396,8425.727266444173,2026-02-01 00:00:00+00:00,49
2026-02-03 02:00:00+00:00,8104.27,7972.845,7101.972542596055,8843.717808498834,2026-02-01 00:00:00+00:00,50
