date,load_lu_actual,load_lu_fitted,load_lu_lower,load_lu_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,516.76,522.8240861016944,499.4662233259297,546.1148411832326,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,493.87,485.33947967372717,462.1009053224369,508.67694889505776,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,498.17,473.06425220480764,449.7201188518525,496.26101647564985,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,494.31,484.78759750135646,461.543279497596,508.09585288160855,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,502.07,510.7056721133279,487.44149303252027,533.9905784652944,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,511.59,539.6110949141002,516.3119358937035,562.8830115373855,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,548.39,570.4202015294161,547.1208161362747,593.7958699394072,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,591.88,599.263955700792,575.9434901353862,622.5885674474252,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,596.37,623.408907471729,600.1317554237128,646.6875367012663,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,644.97,642.66018096971,619.3991685445526,665.94364133762,2026-01-31 00:00:00+00:00,9
2026-01-31 10:00:00+00:00,669.42,652.5821518254423,629.3535091101334,675.8527986574729,2026-01-31 00:00:00+00:00,10
2026-01-31 11:00:00+00:00,660.48,650.8633236003739,627.6016943305079,674.173162339431,2026-01-31 00:00:00+00:00,11
2026-01-31 12:00:00+00:00,629.33,637.6248441089153,614.39389736103,660.9182753093801,2026-01-31 00:00:00+00:00,12
2026-01-31 13:00:00+00:00,618.79,620.8457896789198,597.6426202146127,644.099989840041,2026-01-31 00:00:00+00:00,13
2026-01-31 14:00:00+00:00,603.21,608.3454671666613,585.1185634438834,631.6250972459063,2026-01-31 00:00:00+00:00,14
2026-01-31 15:00:00+00:00,605.53,600.852432836281,577.5973976897776,624.0893822193807,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,631.64,592.6323611982306,569.3323200932002,615.8542005104273,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,645.78,581.4050669005935,558.2393282088522,604.6970160458832,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,657.46,563.8904927977095,540.5641553950368,587.1065266001685,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,623.5,541.9566819453429,518.6512047305906,565.200786134582,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,605.02,519.1578603624067,495.86442342597957,542.394802183895,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,572.51,492.55105413307115,469.21225456064843,515.7893187448136,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,547.36,467.24501484691393,443.9645122993551,490.4736406256358,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,507.9,448.46123963289557,425.17244186376547,471.6801053059811,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,483.3,429.6330501084343,406.2861794480142,452.90614015336126,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,466.44,418.1374649325178,394.8944961644212,441.4135305718248,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,458.61,419.0822595197419,395.79889266868804,442.27167753336477,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,456.08,432.84754308990296,409.5622062512812,456.08507047608504,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,461.54,457.6218711194907,434.3480111096682,480.8662325946886,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,475.41,489.42123894231133,466.1547219777879,512.712405822855,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,491.27,523.0208573089859,499.7519078566486,546.2498070508411,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,505.65,558.5874249160673,535.398549910227,581.8517991123067,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,533.88,591.2684113752883,567.9919402698788,614.5274108213678,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,561.46,616.546055925327,593.2534913192169,639.7930285394978,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,593.93,633.4727132104814,610.1845243463606,656.7023704185859,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,610.92,640.1290442813413,616.8500960119367,663.3824159993642,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,586.06,639.7940166255397,616.4910497580446,663.035996200518,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,562.19,632.1195598483736,608.8388497755925,655.3342650484043,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,549.82,619.6928080468377,596.4490154838973,642.9362145159414,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,555.19,608.62219194935,585.3025775803458,631.8942031320553,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,588.97,599.1767068042279,575.8978878015986,622.4236991251255,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,612.55,587.0506862103377,563.854778782129,610.3227184692793,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,605.35,568.1365288236009,544.76104339556,591.3435486604008,2026-01-31 00:00:00+00:00,42
2026-02-01 19:00:00+00:00,586.26,542.7910284845976,519.4500667411937,566.0026412227948,2026-01-31 00:00:00+00:00,43
2026-02-01 20:00:00+00:00,560.68,516.9349806391937,493.6195170828398,540.1404963987571,2026-01-31 00:00:00+00:00,44
2026-02-01 21:00:00+00:00,551.45,493.2985738784275,469.94443482943757,516.5468904900911,2026-01-31 00:00:00+00:00,45
2026-02-01 22:00:00+00:00,523.38,470.0456742865645,446.71519996523017,493.2445014610124,2026-01-31 00:00:00+00:00,46
2026-02-01 23:00:00+00:00,497.38,450.34010338147266,426.99841804655586,473.5702285686953,2026-01-31 00:00:00+00:00,47
2026-02-02 00:00:00+00:00,475.71,438.99738175916616,415.61499818454337,462.2786085433545,2026-01-31 00:00:00+00:00,48
2026-02-02 01:00:00+00:00,465.31,442.0115272741121,418.7165801437535,465.2434444871024,2026-01-31 00:00:00+00:00,49
2026-02-02 02:00:00+00:00,462.25,459.1503326536081,435.8507401979052,482.41907731708886,2026-01-31 00:00:00+00:00,50
2026-02-02 03:00:00+00:00,474.04,485.76899135341637,462.48459451215103,509.0274366653548,2026-01-31 00:00:00+00:00,51
2026-02-02 04:00:00+00:00,510.47,520.074947202013,496.83386996206457,543.4068113089786,2026-01-31 00:00:00+00:00,52
2026-02-02 05:00:00+00:00,596.18,559.8395644841142,536.6234901016011,583.1399980914446,2026-01-31 00:00:00+00:00,53
2026-02-02 06:00:00+00:00,677.01,600.4699161408588,577.1319446914771,623.714925065629,2026-01-31 00:00:00+00:00,54
2026-02-02 07:00:00+00:00,723.29,639.3668570849427,616.0421570670903,662.6245264856441,2026-01-31 00:00:00+00:00,55
2026-02-02 08:00:00+00:00,749.08,673.9061337171627,650.562806474643,697.13238041369,2026-01-31 00:00:00+00:00,56
2026-02-02 09:00:00+00:00,756.5,702.1029516470103,678.7940589809664,725.3302547114547,2026-01-31 00:00:00+00:00,57
2026-02-02 10:00:00+00:00,762.09,718.8085272377309,695.4422980300471,742.0444628641553,2026-01-31 00:00:00+00:00,58
2026-02-02 11:00:00+00:00,754.41,725.6157331924251,702.3662938780476,748.8454029798842,2026-01-31 00:00:00+00:00,59
2026-02-02 12:00:00+00:00,735.29,726.0045196965496,702.7223255452421,749.2101228024384,2026-01-31 00:00:00+00:00,60
2026-02-02 13:00:00+00:00,718.34,721.420278772114,698.1479335893434,744.6705094480711,2026-01-31 00:00:00+00:00,61
2026-02-02 14:00:00+00:00,700.69,712.2490365430034,689.0056766070451,735.5147137556246,2026-01-31 00:00:00+00:00,62
